TEL;INT-EUROPE;INDUSTRIAL_FIX
TEL;INT-OTHER
TEL;NAT-GEO;INDUSTRIAL_FIX
TEL;NAT-MOB;INDUSTRIAL_MOBILE
TEL;NAT-PRS
TEL;NAT-M2M
TEL;NAT-NRS
TEL;NAT-FRS
TEL;NAT-VPN
TEL;NAT-B1
TEL;NAT-B2
